Timestamp,Ward,Envelope Postmarked:,Language submitted in:,1. How happy do you feel right now?,2. How satisfied are you with your life in general?,3. How satisfied are you with Somerville as a place to live?,4. How satisfied are you with your neighborhood?,5. Do you feel the City is headed in the right direction or is it on the wrong track?,6a. How would you rate the availability of information about city services?,6b. How would you rate the cost of housing?,6c. How would you rate the overall quality of public schools?,6d. How would you rate your trust in the local police?,6e. How would you rate the maintenance of streets and sidewalks?,6f. How would you rate the availability of social community events?,"7. In the past year, have you used 311 (via phone, online, etc)?","8. In the past year, did you attend a City led meeting?",9. How safe do you feel crossing a busy street in Somerville?,10. How convenient is it for you to get where you want to go? ,11. How safe do you feel walking in your neighborhood at night?,12. How satisfied are you with the appearance of parks and squares in your neighborhood?,13. How satisfied are you with the beauty or physical setting of your neighborhood?,14. How satisfied are you with the condition of your housing?,"15. In the past year, how satisfied were you with your ability to access City services?",1. What is your gender ,What is your age?,3. What language(s) do you speak at home?,4. What is your race or ethnicity?,5. Do you identify as having a disability and/or physical impairment that substantially limits one or more of your major activities?,6. Do you have children age 18 or younger who live with you?,7. Describe your housing status in Somerville.,8a. Do you plan to move away from Somerville in the next two years?,"8b. If yes, why?",9. What is your annual household income?,10. Are you a student?,11. How long have you lived in Somerville?,12. What is your primary mode of transportation? ,Any comments?
2021/07/27 7:59:31 AM EST,2,6/3/21,English,9,9,6,10,Wrong track,2,,3,4,1,3,"Yes, more than once","Yes, once",6,3,9,9,9,9,6,Female,60,English,White,No,No,Own,No,,"$100,000 to $149,999",No,40 years,Car,"more information should be sent via mail
bikes a problem. do not obey laws"
2021/07/27 8:02:29 AM EST,4,6/3/21,Spanish,8,9,9,8,Right direction,4,2,4,3,3,5,No,No,8,8,8,5,8,10,7,Female,38,ingles,White,No,No,Rent,No,,"$75,000 to $99,999",No,4 anos,Walk;Bike;Car,
2021/07/27 8:05:57 AM EST,4,6/3/21,English,7,5,5,5,Not sure,3,2,2,4,3,2,"Yes, more than once",No,10,7,4,3,7,6,4,Female,63,Portuguese,White,No,No,Own,No,,"Less than $10,000",No,42 years,Car,
2021/07/27 8:09:10 AM EST,4,6/3/21,English,7,7,7,8,Right direction,4,3,3,3,4,4,No,No,6,9,9,9,9,8,8,Male,52,English,White,No,No,Rent,No,,"$50,000 to 74,999",No,5 years,Walk;Public transit,
2021/07/27 8:11:37 AM EST,4,6/3/21,English,9,9,9,10,Right direction,5,2,4,4,2,5,"Yes, more than once","Yes, more than once",6,9,9,8,10,10,9,Female,60,English,White,No,No,Own,No,,"$200,000 or more",No,35 years,Walk;Car,
2021/07/27 8:14:19 AM EST,7,6/3/21,English,10,10,9,9,Right direction,4,2,4,4,4,4,No,No,8,9,7,8,8,7,8,Male,71,English,White,,No,Own,Yes,Family needs,"$25,000 to $49,999",,25 years,Car,
2021/07/27 8:17:04 AM EST,7,6/3/21,English,9,9,9,9,Right direction,5,4,4,4,4,5,No,No,9,10,10,9,9,9,9,Male,35,English,White,No,No,Rent,Yes,Affordable housing,"$75,000 to $99,999",,5 yrs.,Car,
2021/07/27 8:19:38 AM EST,3,6/3/21,English,5,6,3,2,Wrong track,4,1,2,4,3,3,"Yes, more than once",No,6,4,4,5,2,7,8,Male,22,Portuguese,White,No,No,,Yes,,"$100,000 to $149,999",Yes,22 years,Car,
2021/07/27 8:22:35 AM EST,7,6/3/21,English,9,9,8,8,Right direction,4,3,3,3,1,5,No,No,2,9,5,8,8,8,6,Female,39,English,White,No,Yes,Own,Yes,Dangerous street,"$200,000 or more",No,10 years,Walk;Public transit;Car,
2021/07/27 8:26:03 AM EST,7,6/3/21,English,8,9,8,10,Wrong track,4,1,5,5,5,4,No,No,6,7,6,9,8,8,6,Male,37,English,White,No,No,Rent,Yes,Housing costs,"$150,000 to 200,000",No,,Walk;Public transit;Car,
2021/07/27 8:28:49 AM EST,2,6/3/21,English,10,10,9,9,Right direction,5,1,3,3,2,5,"Yes, more than once",No,5,7,9,8,9,8,10,Male,65,English,White,No,No,Own,No,,"$200,000 or more",No,17 years,Car,
2021/07/27 8:31:17 AM EST,3,6/3/21,English,8,8,8,8,Right direction,4,3,4,4,4,3,"Yes, more than once",No,6,7,7,8,7,7,7,Female,42,English,White,No,No,Own,No,,"$100,000 to $149,999",No,15+ years,Car,
2021/07/27 8:34:36 AM EST,2,6/3/21,English,8,8,6,8,Not sure,4,1,3,4,2,4,No,"Yes, once",10,8,9,7,7,8,8,Male,34,English,White,No,Yes,Rent,Yes,Housing costs,"$100,000 to $149,999",No,5 yrs,Walk;Car,More mature trees!
2021/07/27 8:37:00 AM EST,7,6/3/21,English,10,9,10,10,Right direction,5,4,5,5,5,5,"Yes, more than once",No,8,10,10,10,10,10,10,Female,60,English,White,No,No,Own,No,,"$150,000 to 200,000",No,16 yrs,Walk;Car,
2021/07/27 8:39:59 AM EST,5,6/3/21,English,7,7,8,7,Right direction,4,2,3,2,4,3,No,No,2,7,7,8,7,8,8,Male,30,English,White,No,No,Rent,Yes,Seeking jobs elsewhere,"$100,000 to $149,999",No,1 year,Walk;Bike,
2021/07/27 8:44:22 AM EST,3,6/3/21,English,4,4,4,4,Not sure,3,1,3,3,1,3,"Yes, once",No,3,4,5,5,5,5,6,Male,38,,Hispanic/Latino,No,No,Rent,Yes,Rent  ^,"$25,000 to $49,999",No,15 years,Car,
2021/07/27 8:47:31 AM EST,1,6/3/21,Portugese,,,,,Right direction,,,,,,,No,No,,,,,,,,Female,79,Portugues,,No,No,,,,"$10,000 to $24,999",No,30 anos,Car,
2021/07/27 8:50:09 AM EST,1,6/3/21,English,8,9,5,5,Wrong track,4,1,3,3,5,4,"Yes, once",No,6,5,6,7,6,8,6,Male,18,English,Black/African American;White,No,Yes,Rent,Yes,Too expensive/construction ,"$100,000 to $149,999",No,18 years,Car,
2021/07/27 8:52:40 AM EST,6,6/3/21,English,5,7,8,9,Right direction,5,2,,4,3,5,"Yes, more than once",No,4,8,5,9,8,10,10,Female,60,English,White,No,No,Own,No,,"$150,000 to 200,000",No,21 years,Public transit;Car,
2021/07/27 8:56:02 AM EST,6,6/3/21,English,4,3,7,5,Not sure,3,3,3,2,2,3,No,No,5,6,3,6,6,4,5,Female,24,English,Hispanic/Latino,No,No,Rent,No,,"$10,000 to $24,999",Yes,1 yr,Walk;Public transit,
2021/07/27 8:59:34 AM EST,5,6/3/21,English,9,9,9,10,,5,1,5,3,3,5,"Yes, more than once","Yes, more than once",7,9,9,9,6,10,10,Female,67,English,White,No,No,Own,No,,"$75,000 to $99,999",No,37 years,Public transit,
2021/07/27 9:02:48 AM EST,2,6/3/21,English,5,5,3,3,Not sure,3,1,3,2,2,2,No,No,3,3,3,4,2,7,4,Male,30,English,White,No,No,Rent,Yes,Not enough trees/too expensive to buy,"$150,000 to 200,000",No,1.5 yrs,Bike,
2021/07/27 9:06:00 AM EST,1,6/3/21,English,8,8,9,9,Not sure,4,,4,4,4,4,"Yes, once",No,9,9,9,9,9,9,9,Female,51,,White,No,No,Rent,No,,,No,11 years,Public transit,Since 2010
2021/07/27 9:08:32 AM EST,6,6/3/21,English,9,8,8,8,Right direction,4,2,,2,3,4,"Yes, more than once","Yes, more than once",6,9,9,8,8,10,7,Female,36,English,White,No,No,Own,No,,"$150,000 to 200,000",No,3 years,Walk;Bike;Public transit,
2021/07/27 9:12:36 AM EST,3,5/28/21,English,6,7,9,7,Not sure,4,1,3,4,1,3,"Yes, more than once",No,3,6,6,4,3,7,7,Female,46,English,White,No,No,Own,Yes,We would like a single family home + it's too expensive here,"$200,000 or more",No,6 years,Walk;Car,
2021/07/27 9:15:29 AM EST,3,6/1/21,English,6,6,1,4,Wrong track,4,4,,3,3,4,"Yes, more than once","Yes, more than once",9,9,8,4,4,9,8,Male,69,,White,No,No,,Yes,Way to liberal + Bad leadership,"$150,000 to 200,000",No,69,Walk;Car,
2021/07/27 9:18:14 AM EST,3,6/1/21,English,8,6,10,10,Right direction,5,2,4,4,5,5,"Yes, once","Yes, more than once",9,10,9,10,9,3,10,Male,70,English,White,No,No,,No,,"$10,000 to $24,999",No,30 yrs,Walk;Car,
2021/07/27 9:20:51 AM EST,6,6/1/21,English,6,8,9,9,Right direction,,2,,4,3,5,"Yes, more than once",,7,9,9,9,9,7,8,Male,35,English,White,No,No,Rent,Yes,To afford to buy a house,"$150,000 to 200,000",No,,Public transit,
2021/07/27 9:25:57 AM EST,4,6/1/21,English,9,10,3,8,Not sure,2,5,,3,1,,No,No,1,2,9,7,9,10,6,Male,48,"english, french, german",White,No,No,Own,No,,"$150,000 to 200,000",No,10 years,Public transit,
2021/07/27 9:28:54 AM EST,3,6/1/21,English,10,7,10,10,Right direction,5,1,3,3,3,4,No,No,5,6,6,8,6,10,8,Female,29,,Asian,No,No,Rent,Yes,Job,"$10,000 to $24,999",Yes,1 year,Car,
2021/07/27 9:31:37 AM EST,7,6/1/21,English,5,6,10,8,Right direction,3,3,3,3,2,3,,No,6,7,7,7,,8,7,Female,71,,Asian,No,No,Rent,No,,"Less than $10,000",No,34 yrs,Walk;Public transit,
2021/07/27 9:35:20 AM EST,7,6/1/21,English,2,3,6,7,Right direction,5,2,,1,3,4,"Yes, more than once",No,8,8,4,10,6,4,7,Female,36,English,White,No,No,Rent,No,,"$75,000 to $99,999",No,5 years,Walk;Public transit;Car,"Summer streets is great
I HATE Porch Fest!!!"
2021/07/27 9:40:07 AM EST,6,6/1/21,English,9,9,10,10,Right direction,5,,4,2,5,5,"Yes, once",No,7,10,10,10,10,10,10,Male,74,English,White,No,No,Own,No,,,No,49 1/2 years,Car,often menaced by law-breaking cyclists 
2021/07/27 9:43:00 AM EST,1,6/1/21,English,7,6,8,8,Right direction,4,3,,2,4,5,No,"Yes, once",7,6,8,9,9,10,8,Female,28,english,White,No,No,Rent,No,,"$150,000 to 200,000",No,,Walk;Public transit,
2021/07/27 9:45:48 AM EST,4,6/1/21,English,7,7,8,8,Right direction,5,2,,4,3,5,"Yes, more than once","Yes, more than once",2,7,8,7,7,8,9,Female,55,English,White,No,No,Own,No,,"$100,000 to $149,999",No,,Walk;Public transit;Car,
2021/07/27 9:48:51 AM EST,1,6/1/21,English,6,6,8,7,Not sure,4,1,3,2,1,3,"Yes, more than once",No,5,3,9,9,3,8,1,Male,42,English,White,No,No,Own,No,,"$75,000 to $99,999",No,20 years,Public transit,
2021/07/27 9:51:30 AM EST,5,6/1/21,English,6,6,8,9,Right direction,5,3,3,3,4,5,"Yes, more than once",No,6,6,6,4,7,9,8,Female,57,English,White,No,No,Own,No,,,No,20 yrs,Car,
2021/07/27 9:55:35 AM EST,2,6/1/21,English,6,6,7,7,Not sure,5,3,,3,2,,"Yes, more than once",No,4,8,8,8,5,8,8,Male,53,English,White,No,No,Own,No,,"$200,000 or more",No,3 years,Walk,
2021/07/27 9:59:03 AM EST,2,6/1/21,English,2,9,2,2,Wrong track,3,,,5,5,4,"Yes, once",No,1,3,3,,1,8,3,Female,88,American,White,No,No,Own,,Howen't Decided,,,,Public transit,
2021/07/27 10:01:44 AM EST,7,6/1/21,English,7,5,6,4,Not sure,4,2,,5,3,,"Yes, once",No,10,7,10,9,7,4,9,Male,,,White,No,No,Rent,Yes,Work elsewhere (transfer),"$50,000 to 74,999",Yes,,Walk,
2021/07/27 10:05:01 AM EST,4,6/1/21,English,8,8,8,8,Not sure,4,2,3,1,1,2,"Yes, more than once","Yes, more than once",3,4,10,4,3,2,7,Male,37,English,White,No,No,Rent,No,,"$200,000 or more",No,2 years,Walk;Bike;Public transit,
2021/07/27 10:08:57 AM EST,3,,English,9,9,8,8,Right direction,5,2,,4,4,2,"Yes, once",No,7,8,10,9,9,9,8,Male,25,English,White,No,No,Rent,No,,"$50,000 to 74,999",No,1 year,Walk,
2021/07/27 10:12:19 AM EST,5,6/1/21,English,8,9,9,9,Right direction,5,3,,4,4,4,"Yes, more than once",No,9,9,,8,9,9,7,Female,42,English,White,No,No,Own,No,,"$100,000 to $149,999",Yes,16 years,Car,
2021/07/27 10:16:15 AM EST,5,6/1/21,English,8,9,9,9,Right direction,4,4,,4,4,5,No,,8,9,8,9,9,8,8,Female,34,English,Asian,No,No,Own,Yes,Moving back home to Chicago to be family,"$200,000 or more",No,3 years,Car,
2021/07/27 10:19:10 AM EST,5,6/1/21,English,9,9,8,8,Not sure,4,3,,,3,3,No,No,8,7,7,2,6,8,,Female,59,English,White,No,Yes,Own,No,,"$200,000 or more",No,3 yrs,Walk,
2021/07/27 10:22:17 AM EST,6,6/1/21,English,9,7,7,7,Right direction,5,1,4,3,3,2,No,No,10,10,10,8,8,5,7,Male,32,English,Asian;White,No,No,Rent,Yes,childcare is really expensive,"$100,000 to $149,999",No,3 years,Walk;Car,
2021/07/27 10:25:35 AM EST,4,6/1/21,English,8,8,4,4,Wrong track,4,1,3,1,3,5,No,No,7,4,10,7,5,3,3,Female,31,English,White,Yes,No,Rent,Yes,The city is forcing me too-pricing me out! Can't afford it.,"$10,000 to $24,999",Yes,12 yers,Bike;Public transit,
2021/07/27 10:39:54 AM EST,2,6/17/21,English,7,7,8,8,Right direction,4,1,4,3,3,,"Yes, once",No,8,6,8,8,6,5,6,Female,27,"English, Spanish, German",White,No,No,Rent,Yes,,"$50,000 to 74,999",No,0.5 years,Walk;Bike;Car,
2021/07/27 10:42:26 AM EST,3,6/1/21,English,8,7,9,8,Right direction,4,2,2,2,4,4,"Yes, once",No,7,9,9,5,7,9,8,Male,40,English,Asian;White,No,Yes,Own,Yes,,"$200,000 or more",No,2 years,Bike;Car,
2021/07/27 10:45:02 AM EST,5,6/1/21,English,8,9,9,9,Right direction,5,3,4,4,4,3,"Yes, more than once",No,9,9,9,9,10,9,9,Male,64,English,White,No,No,Own,No,,"$75,000 to $99,999",No,26 years,Walk;Bike;Public transit;Car,
2021/07/27 10:48:03 AM EST,6,6/1/21,English,6,7,7,9,Not sure,3,2,3,4,2,3,"Yes, once",No,7,7,9,6,7,7,7,Female,61,English,Black/African American,Yes,No,Rent,Yes,The people are prejudice,"Less than $10,000",Yes,8 mons.,Public transit,
2021/07/27 10:51:16 AM EST,2,6/1/21,English,3,5,2,2,Wrong track,2,1,2,1,1,4,"Yes, more than once",No,1,6,5,4,3,5,2,Male,43,English,White,Yes,No,Rent,Yes,Unaffordable,"$150,000 to 200,000",No,4 years,Walk;Car,
2021/07/27 10:53:57 AM EST,1,6/1/21,Spanish,2,2,2,2,Right direction,5,2,5,,2,5,No,No,2,9,9,2,2,10,10,Female,80 Anos,Espanol,White,Yes,No,Rent,No,,"Less than $10,000",,9,Car,
2021/07/27 10:57:03 AM EST,1,,English,7,9,8,6,Not sure,4,3,2,2,4,3,"Yes, once",No,9,7,5,7,5,8,4,Male,75,Vietnamese,Asian,No,Yes,Own,No,,"$75,000 to $99,999",No,40 years,Car,
2021/07/27 10:59:29 AM EST,7,6/1/21,English,9,8,9,10,Right direction,5,2,3,2,2,3,"Yes, once",No,1,6,7,8,5,8,9,Female,32,English,White,No,Yes,Own,No,,"$200,000 or more",No,2 years,Car,
2021/07/27 11:03:22 AM EST,6,6/1/21,English,8,7,10,10,Right direction,5,1,3,3,3,4,No,No,7,6,10,9,9,9,9,Female,24,English,White,No,No,Rent,Yes,Job opportunities,"$50,000 to 74,999",No,2 years,Walk;Car,
2021/07/27 11:05:53 AM EST,6,6/1/21,English,4,3,8,9,Not sure,3,1,3,2,1,4,"Yes, more than once",No,5,4,4,7,5,1,8,Female,74,English,White,No,No,Rent,No,,"$50,000 to 74,999",No,,Public transit,
2021/07/27 11:08:45 AM EST,5,6/1/21,English,7,7,8,9,Right direction,4,3,4,5,4,4,"Yes, more than once",No,8,8,9,8,9,9,8,Male,57,English,White,No,Yes,Own,No,,"$100,000 to $149,999",No,,Walk;Car,
2021/07/27 11:11:34 AM EST,4,6/1/21,English,9,10,4,6,Wrong track,5,3,2,4,1,4,"Yes, more than once",No,1,1,8,6,6,9,8,Male,65,english,White,No,No,Rent,Yes,Traffic on Broadway,"$50,000 to 74,999",No,25,Walk;Bike;Car,
2021/07/27 11:14:27 AM EST,3,6/1/21,English,3,3,5,6,Wrong track,2,2,3,3,3,3,No,No,7,7,7,6,7,9,3,Male,51,English,White,No,No,Rent,Yes,"may need to -various reasons rent, job, etc.","$50,000 to 74,999",,17 yrs,Walk;Car,
2021/07/27 11:17:07 AM EST,6,6/1/21,English,2,10,3,3,Wrong track,2,4,4,4,1,2,"Yes, once",No,2,10,6,2,2,5,5,Female,75,English,White,Yes,Yes,Own,No,,"$50,000 to 74,999",No,75,Car,
2021/07/27 11:20:39 AM EST,6,6/1/21,Spanish,7,8,8,8,Right direction,3,1,3,3,4,4,No,No,9,7,8,9,8,9,,Female,21,English,White,No,No,Rent,Yes,College student,,Yes,3 yrs.,Walk;Public transit,
2021/07/27 11:23:16 AM EST,3,,English,8,8,6,6,Right direction,5,3,3,3,4,4,No,No,4,9,10,6,6,7,8,Male,43,english,White,No,No,Own,No,,"$100,000 to $149,999",No,14 years,Walk;Car,
2021/07/27 11:25:41 AM EST,6,6/3/21,English,7,7,6,7,Not sure,4,1,,4,1,3,"Yes, more than once",No,7,5,9,4,6,8,,,,,,No,No,Rent,Yes,,,No,5 yrs,Walk;Car,drug users in Davis square all day
2021/08/06 9:42:20 AM EST,1,5/17/21,English,3,7,2,1,Wrong track,3,1,3,3,1,1,"Yes, more than once","Yes, more than once",3,1,4,3,1,1,2,Male,39,English,White,No,No,Rent,Yes,Costs too much,"$150,000 to 200,000",No,5 years,Walk;Public transit;Car,
2021/08/06 9:48:01 AM EST,6,5/20/21,English,8,8,10,10,Right direction,4,1,4,4,3,5,No,No,7,8,8,9,9,9,8,Female,58,English,White,No,No,Own,No,,"$75,000 to $99,999",No,30 years,Walk;Public transit;Car,
2021/08/06 9:50:46 AM EST,6,5/20/21,English,7,8,9,9,Right direction,4,3,2,4,5,4,"Yes, once","Yes, once",8,8,9,9,8,8,9,Male,50,English,Asian;White,No,Yes,Own,No,,,No,25 years,Walk;Car,
2021/08/06 10:00:51 AM EST,1,5/20/21,English,7,6,7,5,Right direction,4,3,,4,3,3,No,No,,5,8,7,3,4,8,Female,28,English,White,Yes,No,Rent,No,,"$75,000 to $99,999",No,2 years,Walk;Public transit;Car,
2021/08/06 10:04:48 AM EST,3,5/13/21,English,1,2,2,2,Wrong track,1,1,1,5,2,2,,No,10,2,9,6,5,2,1,Female,84,Chinese Mandarin,Asian,Yes,No,,,,"$75,000 to $99,999",No,15 years,Walk;Public transit,Landlord always evicts me
2021/08/06 10:07:47 AM EST,5,5/17/21,English,9,9,8,8,Right direction,4,1,3,3,2,4,"Yes, more than once","Yes, more than once",6,7,8,5,6,9,7,Male,43,English,White,No,Yes,Own,No,,"$100,000 to $149,999",No,5 years,Public transit;Car,
2021/08/06 10:10:08 AM EST,3,5/17/21,English,9,8,8,9,Not sure,3,1,5,5,4,5,"Yes, more than once",No,10,10,8,10,10,10,9,Female,30,English,White,No,No,Rent,No,,"$75,000 to $99,999",Yes,24 years,Bike,
2021/08/06 10:12:52 AM EST,3,5/17/21,English,9,9,10,10,Right direction,2,1,5,5,4,4,"Yes, more than once","Yes, more than once",6,7,8,8,6,8,6,Female,40,English,White,No,Yes,Own,No,,"$200,000 or more",No,15 years,Walk;Public transit;Car,
2021/08/06 10:15:51 AM EST,4,,English,8,9,10,9,,5,1,4,5,1,3,"Yes, once",No,8,8,7,7,7,10,7,Female,37,"English, Spanish",Hispanic/Latino,No,Yes,Rent,No,,"$25,000 to $49,999",No,10 years,Car,
2021/08/06 10:21:45 AM EST,3,5/20/21,English,4,5,7,7,,5,2,,2,2,4,No,"Yes, once",7,8,7,8,8,4,7,Male,44,English,White,No,No,Rent,,Housing cost,"$100,000 to $149,999",No,19,Walk;Car,
2021/08/06 10:24:09 AM EST,6,5/20/21,English,9,10,10,8,Right direction,5,2,5,5,1,5,"Yes, once",No,10,10,10,3,6,10,10,Female,62,English,White,No,No,Own,No,,"$200,000 or more",No,,Walk,Trash on the sidewalks
2021/08/06 10:29:05 AM EST,4,5/20/21,English,6,8,8,9,Right direction,4,2,3,3,4,2,No,"Yes, once",6,9,9,10,8,8,8,Male,37,"Spanish, English",White,No,Yes,Own,Yes,Back yard,"$100,000 to $149,999",No,10 years,Walk;Bike;Public transit;Car,
2021/08/06 10:31:08 AM EST,4,5/21/21,Spanish,7,7,9,9,Not sure,4,1,4,3,4,3,No,"Yes, more than once",5,6,9,9,9,9,8,Female,40,"Espanol, Ingles",Hispanic/Latino,No,Yes,Own,No,,"$75,000 to $99,999",No,11 years,Walk;Bike;Public transit;Car,
2021/08/06 10:33:47 AM EST,4,5/20/21,English,8,5,8,8,Not sure,3,2,4,3,4,2,No,No,3,4,8,8,6,3,7,Female,26,"English, Spanish",White,No,No,Rent,No,,"$50,000 to 74,999",No,9 months,Walk;Public transit;Car,
2021/08/06 10:35:58 AM EST,2,5/20/21,English,8,8,8,7,Not sure,4,2,,,4,5,No,No,10,5,10,9,8,7,,Female,32,English,White,No,No,Rent,,,"$200,000 or more",No,1 year,Walk,
2021/08/06 10:38:17 AM EST,4,5/20/21,English,10,10,10,10,,4,2,,3,2,4,"Yes, more than once",No,10,8,10,8,8,10,9,Female,57,English,White,No,No,Own,No,,"$100,000 to $149,999",No,12 years,Car,Travel is getting worse due to all the new bus lanes
2021/08/06 10:40:43 AM EST,4,5/20/21,English,7,7,7,9,Right direction,5,2,3,4,3,3,No,No,5,5,8,8,8,8,8,Female,40,English,White,No,No,Own,Yes,No jobs in MA,"$75,000 to $99,999",No,19 years,Car,
2021/08/06 10:53:33 AM EST,1,5/15/21,English,7,7,7,5,Not sure,3,2,3,3,4,3,No,No,2,9,7,9,9,9,6,Female,42,English,White,No,No,Rent,No,,"$25,000 to $49,999",No,1.5 years,Walk;Public transit,"Re: Crossing busy street: ""Esp. Broadway between McGrath and Sullivan. No one stops at crosswalks!"""
2021/08/06 10:53:43 AM EST,6,5/20/21,English,7,8,8,8,Right direction,4,3,3,4,4,4,No,No,6,7,8,8,6,7,8,Male,29,English,White,No,No,Rent,No,,"$75,000 to $99,999",No,3 years,Walk;Bike;Public transit;Car,
2021/08/06 10:56:44 AM EST,4,5/17/21,English,7,8,8,10,Right direction,3,1,3,2,1,4,No,No,1,6,10,4,4,9,4,Female,34,English,White,No,Yes,Own,No,,"$200,000 or more",,9 years,Walk;Car,
2021/08/06 10:56:44 AM EST,4,5/15/21,English,9,9,9,8,Right direction,4,2,3,4,3,4,No,No,7,7,7,8,8,8,8,Male,47,English,White,No,No,Own,No,,"$200,000 or more",No,20 years,Car,
2021/08/06 10:59:23 AM EST,3,5/17/21,English,9,9,7,7,Not sure,4,4,3,4,1,4,"Yes, once","Yes, more than once",9,10,8,4,4,9,7,Female,46,English,White,No,Yes,Own,No,,"$200,000 or more",No,3 years,Walk;Car,
2021/08/06 10:59:34 AM EST,7,5/15/21,English,5,5,8,8,Right direction,3,3,3,3,2,3,"Yes, once",No,7,9,5,4,6,6,6,Female,53,English,White,No,No,Own,No,,"$25,000 to $49,999",No,40 years,Car,
2021/08/06 11:03:18 AM EST,1,5/15/21,English,5,7,7,6,Right direction,5,1,,3,3,4,"Yes, more than once","Yes, once",7,4,5,6,5,7,10,Female,36,English,White,Yes,No,Rent,Yes,Want to buy a home,"$150,000 to 200,000",No,Since 2012,Public transit;Car,
2021/08/06 11:25:11 AM EST,5,5/12/21,English,8,8,7,7,Not sure,3,3,2,1,3,3,No,No,9,5,9,8,8,7,6,Male,30,English,Asian;White,No,No,Rent,Yes,Closer to family,"$200,000 or more",,5 years,Car,
2021/08/06 11:29:01 AM EST,3,5/12/21,English,8,9,9,9,Right direction,4,1,5,2,4,4,No,No,7,7,10,10,10,9,9,Male,27,English,White,No,No,Rent,Yes,School,"$100,000 to $149,999",No,3 years,Walk;Car,
2021/08/06 11:34:32 AM EST,6,5/12/21,English,7,9,9,8,Right direction,4,2,4,1,5,5,"Yes, once",No,10,10,10,10,10,8,8,Female,28,English,White,No,No,Rent,Yes,"Buying house, can't afford to buy here","$150,000 to 200,000",No,3 years,Walk;Bike,
2021/08/06 11:40:38 AM EST,5,,English,8,8,7,9,Not sure,2,1,4,3,2,2,No,"Yes, once",8,8,10,8,9,6,3,Male,55,English,Hispanic/Latino;White,Yes,No,Rent,Yes,Cost of living = work from home,"$75,000 to $99,999",No,12 years,Walk;Public transit;Car,
2021/08/06 11:45:01 AM EST,5,,English,8,7,8,9,Right direction,5,1,4,3,3,5,"Yes, more than once","Yes, more than once",2,9,3,8,8,8,10,Male,70,English,White,Yes,No,Own,No,,"$200,000 or more",No,31 years,Walk;Public transit,
2021/08/06 11:49:54 AM EST,6,5/12/21,English,7,6,6,6,Not sure,4,1,,2,2,3,No,No,8,9,5,7,8,6,6,Male,23,English,White,No,No,Rent,Yes,-\_(:|)_/-,"$100,000 to $149,999",No,1 year,Car,
2021/08/06 11:55:22 AM EST,2,5/12/21,English,8,8,8,8,Right direction,4,2,,2,3,3,No,"Yes, more than once",5,8,8,9,9,8,8,Female,31,English,White,No,No,Rent,No,,"$50,000 to 74,999",No,2 years,Walk;Bike,
2021/08/06 11:59:23 AM EST,5,5/12/21,English,8,8,8,9,Not sure,4,2,4,3,2,3,"Yes, more than once",No,7,8,7,7,7,7,6,Female,37,,Asian,No,Yes,Own,No,,"$200,000 or more",No,4 years,Walk;Car,
2021/08/06 12:02:43 PM EST,3,5/17/21,English,7,9,9,9,Right direction,4,3,3,3,3,4,"Yes, once",No,10,9,8,9,9,5,7,Female,33,English,White,No,No,Rent,Yes,Cant afford to buy here,"$100,000 to $149,999",No,9 years,Bike;Car,
2021/08/06 12:03:18 PM EST,6,5/12/21,English,4,8,6,6,Not sure,5,2,,4,1,5,"Yes, more than once",No,5,9,10,7,7,3,9,Male,54,English,White,No,No,Rent,Yes,Too expensive to buy house,"$200,000 or more",No,25 years,Walk;Bike;Public transit,
2021/08/06 12:09:03 PM EST,3,5/17/21,English,7,8,8,9,Right direction,5,1,3,3,2,3,No,No,,8,7,8,9,8,7,Female,32,English,White,No,No,Rent,No,,"$25,000 to $49,999",No,12 years,Car,
2021/08/06 12:14:32 PM EST,3,,English,6,7,,10,Right direction,,,,5,5,,No,No,7,7,,8,8,9,8,Female,Old,English,White,No,No,Own,No,,,No,,Car,Write in for primary mode of transportation: help by family and friends
2021/08/06 12:45:40 PM EST,3,5/17/21,English,9,8,8,8,Right direction,3,2,3,3,3,3,"Yes, once",No,6,8,9,8,8,9,7,Female,49,English,White,No,No,Own,No,,"$150,000 to 200,000",No,5 years,Walk;Public transit;Car,
2021/08/06 12:48:09 PM EST,4,5/17/21,English,5,9,7,7,Wrong track,4,2,4,3,2,4,"Yes, more than once","Yes, more than once",9,8,8,7,6,7,8,Male,47,English,,No,Yes,Own,Yes,Cant afford a big home,"$100,000 to $149,999",No,20 years,Public transit;Car,
2021/08/06 12:53:22 PM EST,3,,English,7,7,10,10,Right direction,,2,,3,3,,No,"Yes, once",6,8,,8,8,9,7,Female,70,English,White,No,No,Rent,Yes,If house is sold and can't afford high rent,"$25,000 to $49,999",No,42 years,Car,My only complaint are the airplanes that keep waking me up!
2021/08/06 12:53:57 PM EST,3,5/17/21,English,9,9,2,3,Wrong track,3,3,2,5,2,3,"Yes, more than once",,7,4,8,4,6,10,,Female,59,English,White,No,No,Own,Yes,Its not the same Somerville it should be. Decisions made and not all people are considered. ,"$75,000 to $99,999",No,,Car,"No, because of so many bike and bus lanes. Look around, lots of cars, people drive!"
2021/08/06 12:56:28 PM EST,7,5/13/21,English,9,9,8,6,Not sure,4,1,3,1,2,4,No,No,7,8,6,8,7,6,6,Nonbinary,28,English,White,No,No,Rent,Yes,Cannot buy home here,"$100,000 to $149,999",No,4 years,Walk;Public transit,
